date,CA-AB,CA-BC,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-NU,CA-ON,CA-PE,CA-QC,CA-SK,CA-YT
2020-08-01,107.9571429,44.98214286,62.975,0,0,899.6428571,206.9178571,0,53.97857143,161.9357143,8.996428571,71.97142857,638.7464286
2020-08-02,72.70493155,21.08443015,15.26803563,0,0,0,58.16394524,0,38.53361372,0,7.997542471,19.63033152,0
2020-08-03,62.57364223,40.22591286,56.82708325,63.85065534,0,0,63.85065534,0,60.01961602,0,14.04714417,0,0
2020-08-04,90.625,20.13888889,30.20833333,0,0,0,70.48611111,1006.944444,40.27777778,0,10.06944444,30.20833333,0
2020-08-05,78.71212121,33.73376623,16.86688312,0,0,0,118.0681818,0,61.8452381,123.6904762,11.24458874,16.86688312,562.2294372
2020-08-06,97.9047619,52.21587302,39.16190476,156.647619,52.21587302,652.6984127,156.647619,0,45.68888889,0,6.526984127,130.5396825,0
2020-08-07,54.36607851,66.72200545,123.5592693,0,103.7897863,0,59.30844929,0,33.36100272,96.37623009,4.942370774,109.9677497,0
2020-08-08,61.47148378,39.11821695,64.26564214,0,40.51529613,0,50.29485037,0,33.52990024,0,8.382475061,139.7079177,0
2020-08-09,192.1698873,54.90568208,105.2358907,0,162.4293095,0,102.9481539,0,73.20757611,228.7736753,20.58963078,61.76889234,0
2020-08-10,135.766549,44.80296118,36.65696824,0,0,0,67.88327452,0,70.5986055,0,10.86132392,43.44529569,0
2020-08-11,98.60490008,31.65095558,121.7344445,0,46.25908892,0,38.95502225,0,41.38971114,0,15.82547779,38.95502225,0
2020-08-12,112.3885068,69.68087425,101.1496562,0,0,0,24.72547151,0,56.19425342,0,8.991080548,48.32705795,0
2020-08-13,91.29889663,54.25006901,47.63420694,0,0,0,21.17075864,0,39.69517245,132.3172415,9.262206905,60.86593109,0
2020-08-14,185.0687171,114.9669303,95.33843003,0,280.4071472,0,0,0,134.5954306,0,8.412214415,246.7582895,0
2020-08-15,121.7178423,93.07835,357.9936538,0,0,0,121.7178423,0,82.33854038,0,3.579936538,157.5172077,0
2020-08-16,46.22129199,21.00967818,45.17080808,52.52419544,46.22129199,0,73.53387362,0,34.66596899,0,11.555323,105.0483909,0
2020-08-17,35.18740573,23.45827049,99.69764957,105.5622172,293.2283811,0,70.37481146,0,38.11968954,0,14.66141905,70.37481146,0
2020-08-18,53.18257081,66.47821351,35.4550472,57.61445171,443.1880901,0,128.5245461,0,75.34197531,283.6403776,8.863761801,119.6607843,0
2020-08-19,45.12866836,32.43623038,141.0270886,50.7697519,83.20598229,0,18.33352152,0,50.7697519,0,12.69243798,83.20598229,0
2020-08-20,27.08333333,54.16666667,90.27777778,54.16666667,126.3888889,0,18.05555556,902.7777778,45.13888889,117.3611111,9.027777778,36.11111111,0
2020-08-21,64.59848485,43.06565657,118.4305556,75.36489899,236.8611111,0,21.53282828,1076.641414,43.06565657,0,10.76641414,43.06565657,0
2020-08-22,38.83339901,49.92865588,135.9168966,0,105.4049402,0,66.57154117,0,34.67267769,138.6907108,8.321442646,80.44061224,0
2020-08-23,91.6,91.6,101.7777778,50.88888889,81.42222222,0,71.24444444,0,61.06666667,0,10.17777778,0,1017.777778
2020-08-24,58.05148718,40.42871429,103.66337,22.80594139,74.63762637,0,49.75841758,0,31.09901099,0,7.256435897,0,0
2020-08-25,63.0027195,57.75249288,102.3794192,28.87624644,262.5113313,0,0,0,47.25203963,0,7.875339938,63.0027195,0
2020-08-26,51.45557573,66.70167224,131.4975824,190.5762064,171.5185858,0,0,0,49.54981366,0,9.52881032,0,0
2020-08-27,38.53671329,70.65064103,41.74810606,0,62.62215909,0,0,0,44.95949883,160.5696387,20.87405303,25.69114219,0
2020-08-28,96.05610203,58.2635373,25.19504316,47.24070592,0,0,67.71167848,0,67.71167848,0,7.873450986,157.4690197,0
2020-08-29,39.07995495,41.31309524,50.24565637,22.33140283,111.6570142,0,15.63198198,0,20.09826255,101.6078829,11.16570142,31.26396396,0
2020-08-30,100.4847619,68.07032258,97.24331797,42.13877112,324.1443932,0,61.58743472,0,45.38021505,188.0037481,16.20721966,0,0
2020-08-31,43.53306177,46.75773301,90.29079477,35.47138366,161.2335621,0,24.18503431,0,41.92072614,0,14.51102059,0,0
2020-09-01,49.01234568,33.08333333,58.81481481,26.95679012,41.66049383,0,19.60493827,0,35.53395062,122.5308642,11.02777778,17.15432099,0
2020-09-02,15.76588076,26.07434125,42.44660204,0,60.63800291,0,13.34036064,0,23.64882113,0,9.095700436,37.5955618,0
2020-09-03,58.55746606,17.92575492,62.14261705,37.04656016,119.5050328,0,25.09605688,0,40.63171115,0,9.560402623,100.3842275,0
2020-09-04,52.10411765,16.70003771,66.80015083,24.71605581,0,0,50.76811463,0,22.71205128,0,0,0,0
2020-09-05,79.55820106,35.80119048,71.60238095,131.2710317,218.7850529,0,0,0,47.73492063,397.7910053,11.93373016,27.84537037,0
2020-09-06,39.2972583,21.61349206,44.20941558,56.98102453,98.24314574,0,39.2972583,0,23.57835498,0,6.877020202,55.01616162,0
2020-09-07,49.3456627,31.66960442,73.65024283,0,61.12970155,0,23.56807771,0,39.77113113,0,8.101526712,22.83157528,0
2020-09-08,128.7656081,124.6118788,91.38204448,257.5312162,415.3729294,0,0,0,103.8432324,0,12.46118788,170.3029011,0
2020-09-09,26.87614379,31.50996169,44.4846518,56.53257832,92.67635791,0,18.53527158,0,42.63112464,0,4.633817895,37.07054316,0
2020-09-10,30.7502189,49.83656166,103.9145328,30.7502189,0,0,0,0,44.53479979,0,7.422466631,106.0352376,0
2020-09-11,35.28501191,64.08910327,72.01022839,0,46.08654617,0,0,0,33.84480735,0,10.08143198,20.88296623,0
2020-09-12,30.84161802,37.76524656,18.2532025,62.9420776,0,0,0,0,37.13582579,0,8.182470088,20.14146483,0
2020-09-13,26.99232309,37.27511284,128.5348719,73.26487696,62.98208721,0,51.41394875,0,26.99232309,0,20.5655795,24.42162565,0
2020-09-14,51.3021387,57.22161624,56.56389651,65.77197269,0,0,43.40950197,0,35.51686525,0,11.18123536,44.72494143,0
2020-09-15,27.34078448,34.44938845,47.02614931,54.68156897,44.83888655,0,0,0,31.71531,0,9.295866724,0,0
2020-09-16,28.225656,45.1610496,67.7415744,0,50.8061808,564.51312,0,0,39.5159184,0,5.6451312,22.5805248,0
2020-09-17,124.5541069,76.04355999,115.3764358,0,108.8209565,0,45.88835516,0,73.42136826,0,10.48876689,131.1095862,0
2020-09-18,45.58276708,39.27876738,48.49230541,28.61046019,0,0,38.30892127,0,23.27630659,0,12.60799941,38.30892127,0
2020-09-19,53.46926612,24.59586242,22.45709177,0,0,0,0,0,24.59586242,0,12.83262387,25.66524774,0
2020-09-20,34.58514001,45.70179215,46.93697572,0,123.5183572,0,55.58326073,0,53.11289358,0,17.29257,0,0
2020-09-21,38.01316618,17.88854879,41.73994718,40.24923478,61.86456457,0,26.08746699,0,36.52245378,0,9.689630595,74.53561996,0
2020-09-22,26.15971593,21.29279204,51.71106637,46.84414248,0,0,27.98481239,0,36.50192921,0,15.81750266,60.83654868,0
2020-09-23,26.05569726,28.79840224,0,37.02651716,54.8540995,0,20.57028731,0,30.16975472,137.1352487,15.08487736,23.31299229,0
2020-09-24,23.34083633,42.79153326,45.57020425,0,0,0,0,0,37.78992548,0,7.224544577,55.57341982,0
2020-09-25,30.09789134,37.94951517,43.83823304,42.52962907,65.43019857,0,0,0,41.2210251,0,6.543019857,27.4806834,0
2020-09-26,62.87334907,31.43667454,30.48404803,0,95.26265011,0,0,0,54.29971056,0,14.28939752,0,0
2020-09-27,12.20295565,29.28709357,61.01477827,0,46.37123149,0,18.91458126,0,17.08413792,0,12.20295565,18.30443348,0
2020-09-28,44.59277283,67.43297355,108.7628606,0,87.01028845,0,35.89174399,0,38.0670012,0,8.701028845,33.71648677,0
2020-09-29,89.85245077,89.85245077,168.4733452,190.9364579,101.0840071,0,44.92622539,0,44.92622539,561.5778173,5.615778173,84.2366726,0
2020-09-30,16.58898349,16.58898349,27.64830582,0,38.70762814,0,0,0,22.11864465,0,11.05932233,16.58898349,552.9661163
2020-10-01,29.58190538,30.78933009,48.29698837,0,0,0,60.37123547,0,27.16705596,0,7.244548256,19.31879535,0
2020-10-02,15.12512644,32.18112009,23.17040646,21.23953926,0,0,15.12512644,0,25.74489607,0,1.609056004,27.03214088,0
2020-10-03,51.25220066,34.16813377,95.18265836,122.0290492,93.96236787,0,41.48987672,0,45.1507482,0,9.762323935,78.09859148,0
2020-10-04,18.51978334,20.57753704,69.96362595,125.522976,0,0,0,0,30.86630556,205.7753704,18.51978334,28.80855186,0
2020-10-05,21.81960212,40.91175397,0,51.13969246,0,0,68.18625661,0,32.04754061,0,19.77401442,33.41126574,0
2020-10-06,57.98722484,37.69169615,48.70926887,44.07029088,0,0,31.31310141,0,46.96965212,0,7.538339229,30.15335692,0
2020-10-07,22.68852615,24.57923666,43.48634179,39.70492076,62.39344691,0,54.83060486,0,30.2513682,189.0710513,13.23497359,54.83060486,0
2020-10-08,49.15790233,57.0231667,37.36000577,196.6316093,112.0800173,0,45.22527014,0,55.05685061,0,11.79789656,0,0
2020-10-09,18.97026463,10.76690695,51.27098548,29.73717158,0,0,0,0,14.35587594,0,10.2541971,20.50839419,0
2020-10-10,25.42558945,32.40516303,45.86576921,0,49.85409696,0,19.44309782,0,20.93872072,0,4.486868727,38.88619563,0
2020-10-11,53.92696506,33.70435316,33.70435316,168.5217658,97.74262417,0,40.4452238,0,35.38957082,0,5.055652974,40.4452238,0
2020-10-12,49.41085795,59.29302954,0,164.7028598,135.0563451,0,57.64600095,0,51.05788655,0,6.588114394,0,0
2020-10-13,16.10307698,16.10307698,20.12884622,20.12884622,0,402.5769244,0,0,12.07730773,0,4.025769244,0,0
2020-10-14,43.96520433,12.56148695,50.24594781,56.52669129,0,628.0743476,18.84223043,0,18.84223043,0,6.280743476,18.84223043,0
2020-10-15,33.30443652,31.91675167,47.18128507,0,69.38424276,0,61.75197605,0,36.77364866,0,7.632266703,29.14138196,0
2020-10-16,15.82575012,19.21698229,56.52053616,0,0,0,37.86875922,0,21.47780374,0,4.521642893,16.95616085,0
2020-10-17,31.26325414,12.8179342,19.69585011,0,0,0,22.82217552,0,16.5695247,0,11.88003657,23.13480807,0
2020-10-18,55.06420215,51.82513143,33.47039738,0,107.9690238,0,42.10791929,0,46.42668024,0,10.79690238,41.02822905,0
2020-10-19,41.33340143,24.80004086,36.47064832,35.4980977,0,0,48.6275311,0,32.58044584,0,2.917651866,23.82749024,0
2020-10-20,17.69659569,5.732700013,24.92478266,24.67553484,0,0,15.9518609,0,10.96690437,0,3.987965226,0,0
2020-10-21,46.7901078,57.35561602,40.75267454,150.9358316,0,0,0,0,78.48663245,0,6.037433265,51.31818275,0
2020-10-22,49.16328137,15.73225004,17.04327088,65.55104183,0,0,0,0,23.59837506,0,2.622041673,20.32082297,0
2020-10-23,22.73729699,59.11697218,0,227.3729699,0,0,0,0,47.74832368,0,11.3686485,138.6975117,0
2020-10-24,41.45486371,34.37720405,0,79.8764447,0,0,101.1094237,0,57.6323715,0,6.066565421,46.51033489,0
2020-10-25,21.41662337,33.99464028,19.71689136,0,0,0,24.8160874,0,28.89544424,0,6.11903525,0,0
2020-10-26,30.63571882,30.63571882,51.05953137,91.90715647,0,1021.190627,0,0,51.05953137,0,10.21190627,0,0
2020-10-27,28.4605709,23.96679655,25.46472133,149.7924784,0,0,0,0,29.95849569,0,4.493774353,59.91699138,0
2020-10-28,11.97045356,21.46426155,0,20.22593877,0,0,41.27742606,0,14.44709912,0,6.604388169,38.80078049,0
2020-10-29,23.21960806,50.47740883,20.69573762,40.88670115,0,0,0,0,34.32463801,0,6.562063148,24.73393033,0
2020-10-30,14.75883868,29.51767736,81.17361274,81.17361274,0,737.941934,81.17361274,0,29.51767736,0,7.37941934,51.65593538,0
2020-10-31,29.29471133,23.01727319,64.8668608,209.2479381,0,0,43.94206699,0,43.94206699,0,39.75710823,0,0
2020-11-01,14.9318283,24.3624567,47.15314201,0,78.58857002,0,33.00719941,0,25.14834241,0,7.858857002,31.43542801,0
2020-11-02,12.36425354,9.806132119,42.63535704,40.07723562,0,0,13.64331425,0,17.48049639,0,0,26.00756779,0
2020-11-03,27.72050649,49.14089788,24.57044894,0,0,0,63.00115112,0,44.7308173,0,7.560138135,29.61054103,0
2020-11-04,47.53862886,38.03090308,127.4035253,0,66.5540804,0,135.009706,0,34.22781278,190.1545154,11.40927093,0,0
2020-11-05,31.3564431,40.836298,54.69147053,72.92196071,0,0,24.06424703,0,18.95970978,0,6.562976464,22.60580782,0
2020-11-06,73.08563236,58.13629847,84.71289205,166.1037099,0,0,0,0,44.84800168,0,6.644148396,162.7816357,0
2020-11-07,7.261794383,28.00977833,48.75776229,103.7399198,0,0,0,0,36.30897191,0,17.63578636,93.36592778,0
2020-11-08,28.24429007,19.2574705,42.7943789,28.67223386,0,0,0,0,15.83392019,0,9.842707146,17.11775156,0
2020-11-09,12.07549825,33.68428458,62.91970139,41.31091505,63.55525393,0,27.96431173,0,17.15991856,0,10.16884063,26.05765411,0
2020-11-10,17.04433363,46.26319129,0,30.43631006,46.8719175,0,60.87262012,0,14.60942883,0,7.304714415,17.65305984,0
2020-11-11,16.23340995,10.8222733,45.09280543,0,0,0,12.17505747,0,14.42969774,0,0,11.72412941,0
2020-11-12,33.09161268,49.63741902,16.54580634,49.63741902,0,0,0,1654.580634,33.09161268,0,0,33.09161268,0
2020-11-13,14.65552416,42.98953753,24.91439107,48.85174719,0,0,17.09811152,0,13.18997174,0,5.862209663,15.6325591,0
2020-11-14,20.1513387,20.1513387,40.3026774,0,0,0,40.3026774,1007.566935,30.22700805,0,0,40.3026774,0
2020-11-15,17.89782427,27.74162762,89.48912134,31.32119247,0,0,60.85260251,0,34.00586611,0,15.21315063,40.2701046,0
2020-11-16,18.47043341,18.47043341,46.17608352,27.70565011,0,0,18.47043341,923.5216704,18.47043341,0,0,27.70565011,0
2020-11-17,13.19214604,54.23437818,32.2474681,0,0,0,21.98691007,0,23.45270408,146.5794005,2.93158801,61.5633482,0
2020-11-18,32.3053004,7.091407405,10.24314403,0,0,0,0,0,15.75868312,0,1.575868312,39.39670781,0
2020-11-19,13.57579607,35.41512019,59.02520032,0,47.22016026,0,0,0,11.21478806,0,7.673276042,0,0
2020-11-20,93.03961285,159.4964792,0,101.9005284,0,0,221.5228877,0,53.16549305,0,8.860915509,68.6720952,0
2020-11-21,46.83439121,126.5794357,43.03700814,44.3028025,0,0,62.0239235,0,30.37906457,0,7.594766143,27.84747586,0
2020-11-22,19.00469708,22.62463938,18.0997115,0,0,0,12.66979805,0,11.76481248,90.4985575,1.80997115,46.15426433,0
2020-11-23,29.56347533,59.12695066,43.96619408,0,0,0,75.80378289,0,18.95094572,0,9.854491776,56.09479934,0
2020-11-24,29.58374567,53.78862849,36.57626737,0,0,0,0,0,10.21983941,0,5.916749134,0,0
2020-11-25,30.65202872,30.65202872,30.65202872,36.78243446,0,0,24.52162298,613.0405744,12.26081149,0,0,0,0
2020-11-26,24.53406174,36.80109262,49.06812349,24.53406174,0,0,0,1226.703087,12.26703087,0,0,36.80109262,0
2020-11-27,27.01113804,61.7397441,0,0,385.8734006,0,115.7620202,0,30.86987205,262.3939124,15.43493602,150.4906262,0
2020-11-28,6.763669687,30.06075416,0,0,37.5759427,0,15.03037708,0,13.9030988,0,1.878797135,14.65461765,0
2020-11-29,11.36643262,22.73286523,18.77932345,37.06445418,0,0,26.19221429,0,22.73286523,0,0,49.41927224,0
2020-11-30,11.0416087,31.65261162,0,0,0,0,0,0,23.5554319,0,5.888857976,73.6107247,0
2020-12-01,42.7161782,99.67108247,0,0,118.6560506,0,49.83554123,0,33.22369416,0,11.86560506,0,0
2020-12-02,22.67944362,34.77514689,0,58.96655342,0,0,21.16748072,0,18.1435549,151.1962908,13.60766617,0,0
2020-12-03,16.99954843,14.06859181,19.53971084,18.95351952,0,0,13.48240048,0,13.48240048,0,0,0,0
2020-12-04,28.7939218,62.82310212,0,65.44073137,0,0,0,0,54.97021435,0,5.23525851,43.19088271,0
2020-12-05,27.57390507,17.72608183,37.42172831,35.94455483,0,0,23.63477578,0,23.14238461,0,2.954346972,49.2391162,0
2020-12-06,34.75262788,21.72039242,23.16841858,0,72.40130808,0,0,0,28.23651015,0,3.620065404,0,0
2020-12-07,8.842303997,12.57572124,7.663330131,0,0,0,0,0,6.28786062,0,5.108886754,19.64956444,0
2020-12-08,15.55537159,20.74049545,0,0,0,0,36.29586704,0,15.55537159,0,0,15.55537159,518.5123863
2020-12-09,21.07543855,11.66676063,37.63471169,0,0,0,0,0,13.17214909,0,4.139818286,15.80657891,0
2020-12-10,17.53560432,17.53560432,0,0,0,584.5201439,46.76161151,0,11.69040288,0,5.845201439,0,0
2020-12-11,8.384442894,0,9.31604766,0,31.67456205,0,0,0,9.31604766,93.1604766,0,12.11086196,0
2020-12-12,20.16518422,15.68403217,0,49.29267254,0,0,33.60864037,0,20.16518422,224.0576025,6.721728074,31.36806434,0
2020-12-13,15.89519002,9.829920141,20.91472371,0,0,0,9.411625667,0,7.529300534,0,2.300619608,9.20247843,0
2020-12-14,14.07871329,27.21884569,31.28602953,0,0,0,0,0,14.70443388,0,5.318625019,20.0230589,0
2020-12-15,31.20315349,52.00525582,0,0,0,0,0,0,27.04273302,0,5.72057814,0,0
2020-12-16,6.300797899,42.00531933,0,0,0,0,31.5039895,0,18.06228731,0,7.140904286,0,0
2020-12-17,72.06533674,28.8261347,28.8261347,0,0,0,43.23920205,0,23.06090776,288.261347,5.76522694,40.35658858,0
2020-12-18,23.68503471,56.39293978,0,53.57329279,0,0,37.78326965,0,18.04574073,0,9.022870364,0,0
2020-12-19,13.39265839,31.65537438,0,0,0,0,33.48164598,0,23.13277359,0,7.913843596,60.87571997,0
2020-12-20,13.2974304,20.89596206,0,0,74.08568366,0,0,0,20.89596206,189.9632914,11.39779749,0,0
2020-12-21,4.861902715,5.918838087,0,16.48819181,0,0,0,0,6.764386386,0,1.268322447,21.13870745,0
2020-12-22,21.34311572,6.845905042,14.09451038,28.99442135,0,0,40.27002966,0,8.456706228,0,0,0,0
2020-12-23,25.48348657,34.65754173,0,0,101.9339463,0,41.79291797,0,24.4641471,0,5.096697314,37.71556012,0
2020-12-24,8.595034641,11.74654734,10.02754041,0,0,0,14.32505774,0,8.881535796,0,0,0,0
2020-12-25,5.402525092,12.79545416,0,0,0,0,28.43434259,0,12.79545416,0,0,23.88484777,0
2020-12-26,21.11833659,51.50813803,0,0,0,0,0,0,45.32716147,0,6.180976564,0,0
2020-12-27,7.093993544,7.765046987,8.244370875,0,0,0,0,0,9.586477762,0,0,0,0
2020-12-28,31.29263248,4.023338462,35.76300855,0,0,0,23.69299316,0,8.940752137,0,6.258526496,44.70376069,0
2020-12-29,0,18.91114561,40.23648002,0,0,0,0,0,29.37263041,0,6.840201603,0,0
2020-12-30,13.8673586,6.455494521,19.60557595,0,0,0,12.67189665,0,7.650956469,0,0,23.90923897,0
2020-12-31,7.102091682,21.30627505,49.71464178,0,56.81673346,710.2091682,21.30627505,0,7.102091682,0,0,0,0
2021-01-01,34.58217439,14.1786915,0,0,0,0,0,0,17.63690894,0,15.90780022,0,0
2021-01-02,9.541241736,14.74555541,33.82803888,0,0,0,86.73856123,0,27.75633959,0,6.071699286,85.00379001,0
2021-01-03,21.29440142,17.33265232,0,0,36.15096055,0,49.52186377,0,11.8852473,0,3.961749101,15.35177777,0
2021-01-04,8.659872253,35.82038068,30.70318344,0,0,0,0,0,22.43694175,0,5.11719724,39.36305569,0
2021-01-05,7.738453908,23.21536172,0,0,0,773.8453908,0,0,7.738453908,0,15.47690782,0,0
2021-01-06,12.63428948,4.535385967,32.39561405,0,0,0,26.88835966,0,5.183298248,0,0,16.84571931,0
2021-01-07,6.002770051,15.14984822,21.43846447,0,0,0,28.58461929,0,15.14984822,0,0,0,0
2021-01-08,8.503180195,44.21653702,0,0,170.0636039,0,0,0,22.10826851,0,0,0,0
2021-01-09,15.90024499,10.44873242,22.7146357,0,0,0,45.42927141,0,11.81161057,0,0,0,0
2021-01-10,20.17238222,24.08642653,11.74213293,0,0,0,0,0,12.3442936,0,3.914044311,30.10803316,0
2021-01-11,3.929379373,13.09793124,0,24.88606936,0,0,39.29379373,0,11.78813812,130.9793124,6.548965621,18.33710374,0
2021-01-12,18.88372242,9.441861211,75.53488969,0,0,0,37.76744484,0,9.441861211,0,18.88372242,66.09302848,944.1861211
2021-01-13,44.785332,10.30062636,0,40.3067988,0,0,30.90187908,0,12.53989296,0,0,0,0
2021-01-14,4.526821925,21.39952183,14.81505357,27.16093155,0,0,41.15292659,0,10.69976091,0,7.407526786,37.03763393,0
2021-01-15,25.8141443,20.81785831,0,83.27143322,0,0,0,0,12.49071498,0,7.49442899,28.3122873,0
2021-01-16,4.389093487,9.446092504,5.152414093,9.54150758,0,0,0,0,4.484508563,0,0,0,0
2021-01-17,18.4162638,12.60060155,0,18.73935615,32.30923474,0,13.89297094,0,11.95441685,0,3.554015821,13.56987859,0
2021-01-18,20.22405273,8.426688638,37.07743001,33.70675455,0,0,23.59472819,0,10.11202637,168.5337728,16.85337728,0,0
2021-01-19,0,5.970610527,9.994282839,0,0,0,6.619589932,0,7.268569337,0,0,12.9795881,0
2021-01-20,46.42836086,24.39456249,25.96840523,48.0022036,78.69213706,0,0,0,25.18148386,0,3.934606853,32.26377619,0
2021-01-21,25.87323013,10.34929205,14.66149708,28.46055315,86.24410045,0,0,0,14.66149708,0,2.587323013,36.22252219,0
2021-01-22,9.429945729,28.28983719,17.28823384,0,0,0,0,0,15.71657621,157.1657621,7.858288107,0,0
2021-01-23,15.65324105,4.373699706,0,0,0,0,11.97012551,0,6.67564692,0,0,23.01947214,0
2021-01-24,10.7675331,4.037824911,17.83372669,33.64854093,0,0,0,0,18.1702121,0,5.720251958,23.21749324,0
2021-01-25,7.022419194,14.35016096,24.42580589,22.59387045,0,0,0,0,14.65548354,0,5.801128899,30.53225736,0
2021-01-26,37.64983969,17.56992519,52.70977557,0,0,0,35.13985038,0,25.09989313,250.9989313,12.54994656,32.62986107,0
2021-01-27,9.187223085,5.971695005,0,0,0,0,0,0,4.593611543,0,3.123655849,0,0
2021-01-28,17.49791188,18.33114577,15.41482713,0,0,0,41.66169494,0,15.83144408,0,4.999403393,38.32875935,0
2021-01-29,19.09085244,15.9090437,33.93929322,62.57557188,106.0602913,0,43.48471944,0,23.33326409,0,10.60602913,42.42411653,0
2021-01-30,28.69146967,26.48443354,34.20905999,32.00202386,110.3518064,0,0,0,14.34573483,0,11.03518064,20.96684322,0
2021-01-31,20.6164168,7.086893276,21.26067983,0,64.42630251,0,0,0,10.3082084,0,3.221315126,0,0
2021-02-01,29.82857096,42.61224422,27.2718363,0,0,0,0,0,18.74938746,0,4.261224422,32.81142805,0
2021-02-02,6.404351442,14.73000832,10.88739745,0,64.04351442,0,24.97697062,0,8.325656875,0,3.202175721,13.44913803,0
2021-02-03,6.142401835,7.780375658,0,40.94934557,0,0,0,0,10.64682985,0,0,0,0
2021-02-04,28.06778831,5.432475156,23.54072568,45.2706263,0,0,0,0,28.06778831,0,3.621650104,90.5412526,0
2021-02-05,0,29.47852148,31.13928325,0,0,0,0,0,41.51904433,0,4.98228532,38.61271123,0
2021-02-06,0,26.58269961,0,0,0,0,53.16539921,1329.13498,13.2913498,0,13.2913498,53.16539921,0
2021-02-07,9.028541855,34.60941045,16.55232673,61.69503601,0,0,21.06659766,0,15.04756976,150.4756976,10.53329883,0,0
2021-02-08,11.98532486,6.618761492,6.976532383,0,0,0,17.88854457,0,5.545448817,0,0,8.407615949,0
2021-02-09,46.02508673,16.56903122,0,44.64433413,0,0,0,0,15.18827862,0,3.682006938,28.53555377,0
2021-02-10,10.18041541,25.69342937,0,0,0,0,48.47816863,0,17.45214071,0,8.726070354,45.08469683,0
2021-02-11,8.429559776,15.9225018,0,19.66897281,0,0,0,0,5.619706517,93.66177528,2.809853259,12.17603079,0
2021-02-12,12.66189523,15.47564973,0,0,0,0,0,0,20.0982464,0,17.8874393,0,0
2021-02-13,13.08266202,21.1814528,22.42742061,0,0,0,62.29839059,0,16.82056546,0,3.737903436,0,0
2021-02-14,7.198624774,7.868264287,0,16.74098785,0,0,0,0,9.877182829,0,0,10.37941246,0
2021-02-15,2.639278638,11.99672108,0,0,23.99344216,0,0,0,12.47658993,0,1.199672108,0,0
2021-02-16,13.59873089,5.575479663,0,0,0,0,0,0,6.935352752,0,3.671657339,0,0
2021-02-17,15.71128647,2.618547745,13.09273872,0,0,0,17.02056034,0,11.78346485,130.9273872,6.546369362,0,0
2021-02-18,34.45239963,9.036694986,0,38.97074713,56.47934366,0,0,0,12.99024904,0,9.601488422,50.83140929,0
2021-02-19,23.84775852,18.66346319,26.95833572,52.87981237,77.76442996,0,0,0,30.06891292,0,4.147436265,103.6859066,0
2021-02-20,0,20.68749284,41.37498568,0,0,0,0,0,37.23748711,413.7498568,12.4124957,0,0
